journal	year	corpus	n_matches	n_articles
Revue de Théologie et de Philosophie	1994	bekker	8	2
Revue de Théologie et de Philosophie	1994	stephanus	20	15
Revue de Théologie et de Philosophie	1995	ambiguous	8	3
Revue de Théologie et de Philosophie	1995	bekker	7	1
Revue de Théologie et de Philosophie	1995	stephanus	5	5
Revue de Théologie et de Philosophie	1996	ambiguous	8	4
Revue de Théologie et de Philosophie	1996	bekker	6	2
Revue de Théologie et de Philosophie	1996	stephanus	10	6
Revue de Théologie et de Philosophie	1997	ambiguous	14	10
Revue de Théologie et de Philosophie	1997	bekker	3	3
Revue de Théologie et de Philosophie	1997	stephanus	6	4
Revue de Théologie et de Philosophie	1998	ambiguous	6	5
Revue de Théologie et de Philosophie	1998	bekker	8	2
Revue de Théologie et de Philosophie	1998	stephanus	3	2
Revue de Théologie et de Philosophie	1999	ambiguous	16	4
Revue de Théologie et de Philosophie	1999	bekker	4	1
Revue de Théologie et de Philosophie	1999	stephanus	6	4
Revue de Théologie et de Philosophie	2000	ambiguous	25	6
Revue de Théologie et de Philosophie	2000	bekker	13	2
Revue de Théologie et de Philosophie	2000	homer	1	1
Revue de Théologie et de Philosophie	2000	stephanus	18	5
Revue de Théologie et de Philosophie	2001	ambiguous	12	4
Revue de Théologie et de Philosophie	2001	bekker	1	1
Revue de Théologie et de Philosophie	2001	stephanus	20	7
Revue de Théologie et de Philosophie	2002	ambiguous	6	4
Revue de Théologie et de Philosophie	2002	stephanus	2	2
Revue de Théologie et de Philosophie	2003	ambiguous	8	5
Revue de Théologie et de Philosophie	2003	bekker	4	1
Revue de Théologie et de Philosophie	2003	stephanus	5	2
Revue de Théologie et de Philosophie	2004	ambiguous	7	6
Revue de Théologie et de Philosophie	2004	bekker	3	1
Revue de Théologie et de Philosophie	2004	homer	1	1
Revue de Théologie et de Philosophie	2004	stephanus	9	3
Revue de Théologie et de Philosophie	2005	ambiguous	19	8
Revue de Théologie et de Philosophie	2005	bekker	5	1
Revue de Théologie et de Philosophie	2005	stephanus	22	7
Revue de Théologie et de Philosophie	2006	ambiguous	6	5
Revue de Théologie et de Philosophie	2006	bekker	6	2
Revue de Théologie et de Philosophie	2006	stephanus	12	8
Revue de Théologie et de Philosophie	2007	ambiguous	50	8
Revue de Théologie et de Philosophie	2007	bekker	17	3
Revue de Théologie et de Philosophie	2007	stephanus	10	5
Revue de Théologie et de Philosophie	2008	ambiguous	5	5
Revue de Théologie et de Philosophie	2008	bekker	3	2
Revue de Théologie et de Philosophie	2008	stephanus	8	4
Revue de Théologie et de Philosophie	2009	ambiguous	7	5
Revue de Théologie et de Philosophie	2009	bekker	4	1
Revue de Théologie et de Philosophie	2009	stephanus	14	8
Revue de Théologie et de Philosophie	2010	ambiguous	4	4
Revue de Théologie et de Philosophie	2010	stephanus	6	5
Revue de Théologie et de Philosophie	2011	ambiguous	15	4
Revue de Théologie et de Philosophie	2011	bekker	9	2
Revue de Théologie et de Philosophie	2011	homer	1	1
Revue de Théologie et de Philosophie	2011	stephanus	15	4
Revue de Théologie et de Philosophie	2012	ambiguous	35	6
Revue de Théologie et de Philosophie	2012	bekker	3	1
Revue de Théologie et de Philosophie	2012	homer	2	1
Revue de Théologie et de Philosophie	2012	stephanus	18	7
Revue de Théologie et de Philosophie	2013	ambiguous	22	5
Revue de Théologie et de Philosophie	2013	bekker	6	2
Revue de Théologie et de Philosophie	2013	stephanus	37	8
Revue de Théologie et de Philosophie	2014	ambiguous	35	4
Revue de Théologie et de Philosophie	2014	bekker	1	1
Revue de Théologie et de Philosophie	2014	stephanus	38	5
Revue de Théologie et de Philosophie	2015	ambiguous	10	4
Revue de Théologie et de Philosophie	2015	bekker	7	4
Revue de Théologie et de Philosophie	2015	stephanus	8	6
Revue de Théologie et de Philosophie	2016	ambiguous	10	3
Revue de Théologie et de Philosophie	2016	stephanus	13	8
Revue de Théologie et de Philosophie	2017	ambiguous	42	7
Revue de Théologie et de Philosophie	2017	nt	1	1
Revue de Théologie et de Philosophie	2017	stephanus	10	3
Revue de Théologie et de Philosophie	2018	ambiguous	72	4
Revue de Théologie et de Philosophie	2018	stephanus	85	4
Revue de Théologie et de Philosophie	2019	ambiguous	35	8
Revue de Théologie et de Philosophie	2019	bekker	12	4
Revue de Théologie et de Philosophie	2019	nt	1	1
Revue de Théologie et de Philosophie	2019	stephanus	23	9
Revue de Théologie et de Philosophie	2020	ambiguous	4	4
Revue de Théologie et de Philosophie	2020	stephanus	8	6
Revue de Théologie et de Philosophie	2021	ambiguous	19	6
Revue de Théologie et de Philosophie	2021	bekker	1	1
Revue de Théologie et de Philosophie	2021	stephanus	11	5
Revue de Théologie et de Philosophie	2022	ambiguous	9	6
Revue de Théologie et de Philosophie	2022	stephanus	11	8
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1873	ambiguous	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1873	stephanus	9	4
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1874	ambiguous	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1874	stephanus	3	3
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1875	stephanus	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1876	stephanus	5	4
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1877	homer	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1877	stephanus	6	5
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1878	homer	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1878	stephanus	2	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1879	stephanus	3	3
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1880	stephanus	4	3
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1881	ambiguous	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1881	homer	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1881	stephanus	8	6
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1882	ambiguous	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1882	stephanus	11	7
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1883	ambiguous	4	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1883	stephanus	6	3
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1884	ambiguous	2	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1884	homer	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1884	stephanus	8	5
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1885	ambiguous	64	3
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1885	stephanus	3	3
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1886	homer	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1886	stephanus	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1887	ambiguous	2	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1887	stephanus	7	6
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1888	ambiguous	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1888	stephanus	2	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1889	ambiguous	2	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1889	stephanus	13	4
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1890	ambiguous	2	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1890	homer	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1890	stephanus	6	5
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1891	ambiguous	4	4
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1891	homer	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1891	stephanus	5	3
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1892	homer	2	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1892	nt	4	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1892	stephanus	6	5
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1893	ambiguous	2	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1893	homer	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1893	stephanus	11	3
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1894	ambiguous	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1894	homer	2	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1894	stephanus	24	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1895	ambiguous	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1895	bekker	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1895	homer	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1896	ambiguous	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1896	stephanus	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1897	ambiguous	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1897	stephanus	2	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1898	ambiguous	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1898	homer	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1898	stephanus	4	4
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1899	ambiguous	7	4
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1899	stephanus	5	4
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1900	stephanus	4	4
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1901	ambiguous	15	3
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1901	stephanus	13	5
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1902	ambiguous	2	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1902	stephanus	2	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1903	ambiguous	3	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1903	stephanus	8	6
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1904	ambiguous	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1904	stephanus	9	8
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1905	stephanus	4	4
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1906	stephanus	5	3
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1907	ambiguous	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1907	stephanus	4	3
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1908	homer	1	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1908	stephanus	3	2
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1909	nt	15	8
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1909	stephanus	5	4
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1910	ambiguous	20	3
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1910	nt	5	4
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1910	stephanus	8	6
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1911	ambiguous	44	5
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1911	homer	3	1
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1911	nt	13	3
Revue de Théologie et de Philosophie et Compte-rendu des Principales Publications Scientifiques	1911	stephanus	21	13
Rheinisches Museum für Philologie	1832	ambiguous	40	10
Rheinisches Museum für Philologie	1832	bekker	1	1
Rheinisches Museum für Philologie	1832	homer	8	6
Rheinisches Museum für Philologie	1832	stephanus	22	9
Rheinisches Museum für Philologie	1834	ambiguous	15	11
Rheinisches Museum für Philologie	1834	bekker	1	1
Rheinisches Museum für Philologie	1834	homer	5	2
Rheinisches Museum für Philologie	1834	pindar	1	1
Rheinisches Museum für Philologie	1834	stephanus	17	10
Rheinisches Museum für Philologie	1835	ambiguous	16	8
Rheinisches Museum für Philologie	1835	homer	10	8
Rheinisches Museum für Philologie	1835	stephanus	8	5
Rheinisches Museum für Philologie	1836	ambiguous	13	6
Rheinisches Museum für Philologie	1836	bekker	1	1
Rheinisches Museum für Philologie	1836	stephanus	4	4
Rheinisches Museum für Philologie	1837	ambiguous	9	6
Rheinisches Museum für Philologie	1837	homer	2	1
Rheinisches Museum für Philologie	1837	stephanus	7	6
Rheinisches Museum für Philologie	1839	ambiguous	15	9
Rheinisches Museum für Philologie	1839	homer	3	3
Rheinisches Museum für Philologie	1839	stephanus	9	6
Rheinisches Museum für Philologie	1842	ambiguous	9	5
Rheinisches Museum für Philologie	1842	homer	1	1
Rheinisches Museum für Philologie	1842	stephanus	2	2
Rheinisches Museum für Philologie	1843	ambiguous	10	9
Rheinisches Museum für Philologie	1843	homer	13	2
Rheinisches Museum für Philologie	1843	stephanus	9	6
Rheinisches Museum für Philologie	1845	ambiguous	8	2
Rheinisches Museum für Philologie	1845	homer	5	4
Rheinisches Museum für Philologie	1845	stephanus	3	2
Rheinisches Museum für Philologie	1846	ambiguous	7	6
Rheinisches Museum für Philologie	1846	homer	3	2
Rheinisches Museum für Philologie	1846	stephanus	11	6
Rheinisches Museum für Philologie	1847	ambiguous	3	3
Rheinisches Museum für Philologie	1847	homer	2	2
Rheinisches Museum für Philologie	1847	stephanus	3	3
Rheinisches Museum für Philologie	1848	ambiguous	21	13
Rheinisches Museum für Philologie	1848	bekker	1	1
Rheinisches Museum für Philologie	1848	homer	2	2
Rheinisches Museum für Philologie	1848	stephanus	19	10
Rheinisches Museum für Philologie	1850	ambiguous	10	7
Rheinisches Museum für Philologie	1850	homer	2	2
Rheinisches Museum für Philologie	1850	stephanus	5	4
Rheinisches Museum für Philologie	1853	ambiguous	6	6
Rheinisches Museum für Philologie	1853	homer	4	4
Rheinisches Museum für Philologie	1853	stephanus	3	3
Rheinisches Museum für Philologie	1854	ambiguous	10	10
Rheinisches Museum für Philologie	1854	bekker	1	1
Rheinisches Museum für Philologie	1854	homer	1	1
Rheinisches Museum für Philologie	1854	stephanus	2	2
Rheinisches Museum für Philologie	1856	ambiguous	8	6
Rheinisches Museum für Philologie	1856	homer	3	2
Rheinisches Museum für Philologie	1856	stephanus	6	6
Rheinisches Museum für Philologie	1857	ambiguous	18	12
